Location,PostOffice,State,Postcode
Lorong Tunku Abdul Rahman,Kuala Lumpur,Wilayah Persekutuan,50100
"Lorong Tunku Abdul Rahman (12,14,16,18)",Kuala Lumpur,Wilayah Persekutuan,50350
"Lorong Tunku Abdul Rahman (1-8,10 & 15)",Kuala Lumpur,Wilayah Persekutuan,50100
"Lorong Tunku Abdul Rahman (9,11 & 13)",Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Tunku Abdul Rahman Kanan,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Tunku Abdul Rahman Kanan(1 - 5),Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Tunku Abdul Rahman Kiri 1,Kuala Lumpur,Wilayah Persekutuan,50350
Lorong Tunku Abdul Rahman Kiri 2,Kuala Lumpur,Wilayah Persekutuan,50350
Lorong Tunku Abdul Rahman Kiri 3,Kuala Lumpur,Wilayah Persekutuan,50350
Lorong Tunku Abdul Rahman Kiri 4,Kuala Lumpur,Wilayah Persekutuan,50350
Lorong Tunku Bahagia,Kuala Lumpur,Wilayah Persekutuan,50480
Lorong Tunku Sentosa,Kuala Lumpur,Wilayah Persekutuan,50480
Lorong U Thant (1 - 2),Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Universiti,Kuala Lumpur,Wilayah Persekutuan,59100
Lorong Universiti A,Kuala Lumpur,Wilayah Persekutuan,59100
Lorong Vivekananda,Kuala Lumpur,Wilayah Persekutuan,50470
Lorong Walter Grenier,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Yap Ah Loy,Kuala Lumpur,Wilayah Persekutuan,50050
Lorong Yap Ah Shak,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Yap Hin,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Yap Kwan Seng,Kuala Lumpur,Wilayah Persekutuan,50450
Lorong Yap Tai Chi,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Zaaba,Kuala Lumpur,Wilayah Persekutuan,60000
Lorong Zainuddin,Kuala Lumpur,Wilayah Persekutuan,50300
Lurah Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Mahkamah Persekutuan Kuala Lumpur,Kuala Lumpur,Wilayah Persekutuan,50506
Mahkamah Perusahaan,Kuala Lumpur,Wilayah Persekutuan,50544
"Mahkamah Seksyen, Majistret dan Rendah Kuala Lumpur",Kuala Lumpur,Wilayah Persekutuan,50506
Mahkamah Syariah Wilayah Persekutuan,Kuala Lumpur,Wilayah Persekutuan,50677
Mahkamah Tinggi Kuala Lumpur,Kuala Lumpur,Wilayah Persekutuan,50506
Majlis Amanah Rakyat,Kuala Lumpur,Wilayah Persekutuan,50609
Majlis Keselamatan Negara Wilayah Persekutuan,Kuala Lumpur,Wilayah Persekutuan,50502
Majlis PenyelidIkan & Kemajuan Sains Negara,Kuala Lumpur,Wilayah Persekutuan,50666
Majlis Perbandaran Ampang Jaya,Kuala Lumpur,Wilayah Persekutuan,55100
Malaysia Medical Council (Unit Etika),Kuala Lumpur,Wilayah Persekutuan,50590
Market Street,Kuala Lumpur,Wilayah Persekutuan,52000
Market Street (Sungai Besi),Kuala Lumpur,Wilayah Persekutuan,57000
Matic,Kuala Lumpur,Wilayah Persekutuan,50450
Medan Bunus,Kuala Lumpur,Wilayah Persekutuan,50100
Medan Burhanuddin Helmi,Kuala Lumpur,Wilayah Persekutuan,60000
Medan Damansara,Kuala Lumpur,Wilayah Persekutuan,50490
Medan Idaman,Kuala Lumpur,Wilayah Persekutuan,53100
Medan Imbi,Kuala Lumpur,Wilayah Persekutuan,55100
Medan Kelang Lama 28,Kuala Lumpur,Wilayah Persekutuan,58000
Medan Makmur,Kuala Lumpur,Wilayah Persekutuan,53200
Medan Niaga Kepong,Kuala Lumpur,Wilayah Persekutuan,51200
Medan Niaga Mutiara Cheras,Kuala Lumpur,Wilayah Persekutuan,56100
Medan Niaga Sri Kuching,Kuala Lumpur,Wilayah Persekutuan,51200
Medan Niaga Tasik Damai,Kuala Lumpur,Wilayah Persekutuan,57000
Medan Pasar,Kuala Lumpur,Wilayah Persekutuan,50050
Medan Putra Business Centre,Kuala Lumpur,Wilayah Persekutuan,52200
Medan Putra Business Park,Kuala Lumpur,Wilayah Persekutuan,52200
Medan Setia,Kuala Lumpur,Wilayah Persekutuan,50490
Medan Sri Keramat,Kuala Lumpur,Wilayah Persekutuan,54200
Melawati Urban 2,Kuala Lumpur,Wilayah Persekutuan,53100
Memorial Tunku Abd Rahman,Kuala Lumpur,Wilayah Persekutuan,50480
Menara Antara,Kuala Lumpur,Wilayah Persekutuan,50200
Menara Bena,Kuala Lumpur,Wilayah Persekutuan,50450
Menara Berkembar PETRONAS,Kuala Lumpur,Wilayah Persekutuan,50088
Menara Boustead,Kuala Lumpur,Wilayah Persekutuan,50200
Menara Bukit Ceylon,Kuala Lumpur,Wilayah Persekutuan,50200
Menara Bumiputra - Commerce Bank,Kuala Lumpur,Wilayah Persekutuan,50100
Menara Citibank,Kuala Lumpur,Wilayah Persekutuan,50450
Menara City,Kuala Lumpur,Wilayah Persekutuan,50200
Menara Duta,Kuala Lumpur,Wilayah Persekutuan,51200
Menara Empire,Kuala Lumpur,Wilayah Persekutuan,50400
Menara Faber,Kuala Lumpur,Wilayah Persekutuan,58100
Menara Haw Par,Kuala Lumpur,Wilayah Persekutuan,50250
Menara ING,Kuala Lumpur,Wilayah Persekutuan,50200
Menara K1,Kuala Lumpur,Wilayah Persekutuan,58000
Menara KL,Kuala Lumpur,Wilayah Persekutuan,50250
Menara Kota,Kuala Lumpur,Wilayah Persekutuan,50300
Menara Majestic,Kuala Lumpur,Wilayah Persekutuan,50480
Menara Maybank,Kuala Lumpur,Wilayah Persekutuan,50050
Menara MCIS,Kuala Lumpur,Wilayah Persekutuan,50450
Menara Megah,Kuala Lumpur,Wilayah Persekutuan,51200
Menara MNI,Kuala Lumpur,Wilayah Persekutuan,50450
Menara Multi Purpose,Kuala Lumpur,Wilayah Persekutuan,50100
Menara Orkid,Kuala Lumpur,Wilayah Persekutuan,51000
Menara Pan Global,Kuala Lumpur,Wilayah Persekutuan,50250
Menara Perkeso,Kuala Lumpur,Wilayah Persekutuan,50450
Menara Permata Damansara,Kuala Lumpur,Wilayah Persekutuan,60000
Menara Pinang,Kuala Lumpur,Wilayah Persekutuan,50450
Menara PJD,Kuala Lumpur,Wilayah Persekutuan,50400
Menara Promet,Kuala Lumpur,Wilayah Persekutuan,50250
Menara Regency,Kuala Lumpur,Wilayah Persekutuan,50200
Menara SBP,Kuala Lumpur,Wilayah Persekutuan,50490
Menara Seputeh,Kuala Lumpur,Wilayah Persekutuan,58000
Menara Shahzan Prudential,Kuala Lumpur,Wilayah Persekutuan,50250
Menara Sheraton,Kuala Lumpur,Wilayah Persekutuan,50250
Menara SMI,Kuala Lumpur,Wilayah Persekutuan,50250
Menara Sri Damansara,Kuala Lumpur,Wilayah Persekutuan,52200
Menara Tan & Tan,Kuala Lumpur,Wilayah Persekutuan,50400
"Menara Tower G, Jalan Tun Razak",Kuala Lumpur,Wilayah Persekutuan,50400
Menara TR,Kuala Lumpur,Wilayah Persekutuan,50450
Menara Tun Razak,Kuala Lumpur,Wilayah Persekutuan,50350
Menara UBN,Kuala Lumpur,Wilayah Persekutuan,50250
Menara UOA,Kuala Lumpur,Wilayah Persekutuan,50450
Metro Prima,Kuala Lumpur,Wilayah Persekutuan,52100
Million Settlement,Kuala Lumpur,Wilayah Persekutuan,51100
Min Chong Road,Kuala Lumpur,Wilayah Persekutuan,52000
Mont Kiara,Kuala Lumpur,Wilayah Persekutuan,50480
Montana Melawati,Kuala Lumpur,Wilayah Persekutuan,53100
Mount Estate,Kuala Lumpur,Wilayah Persekutuan,53100
Mukim Batu,Kuala Lumpur,Wilayah Persekutuan,51200
Mutiara Bukit Jalil,Kuala Lumpur,Wilayah Persekutuan,58200
Mutiara Puchong Business Centre,Kuala Lumpur,Wilayah Persekutuan,58200
Mutiara Seputeh,Kuala Lumpur,Wilayah Persekutuan,58000
Muzium Sejarah Nasional Kuala Lumpur,Kuala Lumpur,Wilayah Persekutuan,50050
Mwe Kepong Commercial Park,Kuala Lumpur,Wilayah Persekutuan,52000
Nanyang Estate,Kuala Lumpur,Wilayah Persekutuan,52000
North Fence Road,Kuala Lumpur,Wilayah Persekutuan,52000
Old Market Street,Kuala Lumpur,Wilayah Persekutuan,52100
Padang Road,Kuala Lumpur,Wilayah Persekutuan,52000
Padi & Beras Nasional (Bernas),Kuala Lumpur,Wilayah Persekutuan,50661
Pandan Indah,Kuala Lumpur,Wilayah Persekutuan,55100
Pandan Indah Commercial Centre,Kuala Lumpur,Wilayah Persekutuan,55100
Pandan Jaya,Kuala Lumpur,Wilayah Persekutuan,55100
Pandan Maju,Kuala Lumpur,Wilayah Persekutuan,55100
Pandan Perdana,Kuala Lumpur,Wilayah Persekutuan,55300
Pandan Utama,Kuala Lumpur,Wilayah Persekutuan,55100
Panglima Angkatan Tentera,Kuala Lumpur,Wilayah Persekutuan,50634
Pangsapuri 157 Hampshire 1,Kuala Lumpur,Wilayah Persekutuan,50450
Pangsapuri Astana Lumayan,Kuala Lumpur,Wilayah Persekutuan,56000
Pangsapuri Bukit Baru,Kuala Lumpur,Wilayah Persekutuan,54000
Pangsapuri Bukit Bayu,Kuala Lumpur,Wilayah Persekutuan,56100
Pangsapuri Casa Kiara 2,Kuala Lumpur,Wilayah Persekutuan,50480
Pangsapuri Covillea Bukit Jalil,Kuala Lumpur,Wilayah Persekutuan,57000
Pangsapuri Danau Saujana,Kuala Lumpur,Wilayah Persekutuan,53300
Pangsapuri Gateway Kiaramas,Kuala Lumpur,Wilayah Persekutuan,50480
Pangsapuri Gaya,Kuala Lumpur,Wilayah Persekutuan,53100
Pangsapuri Ken Bangsar,Kuala Lumpur,Wilayah Persekutuan,59100
Pangsapuri Mutiara,Kuala Lumpur,Wilayah Persekutuan,53100
"Pangsapuri My Habitat, Jalan Aman",Kuala Lumpur,Wilayah Persekutuan,55000
Pangsapuri Rosvilla,Kuala Lumpur,Wilayah Persekutuan,51200
Pangsapuri Savanna 2 Bukit Jalil,Kuala Lumpur,Wilayah Persekutuan,57000
Pangsapuri Sri Harmonis,Kuala Lumpur,Wilayah Persekutuan,53100
Pangsapuri The Orion,Kuala Lumpur,Wilayah Persekutuan,50400
Pangsapuri Vista Permai,Kuala Lumpur,Wilayah Persekutuan,50450
Pantai Dalam,Kuala Lumpur,Wilayah Persekutuan,59200
Pantai Hillpark,Kuala Lumpur,Wilayah Persekutuan,59200
Parlimen Malaysia,Kuala Lumpur,Wilayah Persekutuan,50680
Pasar Budaya,Kuala Lumpur,Wilayah Persekutuan,50050
Pegawai Khidmat Pelanggan Pusat Sains Negara,Kuala Lumpur,Wilayah Persekutuan,50662
Pejabat Ketua Pengarah Kerja Raya Malaysia,Kuala Lumpur,Wilayah Persekutuan,50582
Pejabat Masjid Negara,Kuala Lumpur,Wilayah Persekutuan,50480
Pejabat Pembangunan Wilayah Persekutuan,Kuala Lumpur,Wilayah Persekutuan,50502
Pekan Salak Selatan,Kuala Lumpur,Wilayah Persekutuan,57100
Pekan Sungai Besi,Kuala Lumpur,Wilayah Persekutuan,57000
Pekarangan Tun Ismail,Kuala Lumpur,Wilayah Persekutuan,50480
Pekeliling Business Centre,Kuala Lumpur,Wilayah Persekutuan,53000
Pendaftar Wang Tak di Tuntut,Kuala Lumpur,Wilayah Persekutuan,50594
Pengarah Jabatan Siasatan Jenayah Komersil Bukit Aman,Kuala Lumpur,Wilayah Persekutuan,50560
Pengarah JKR Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,Wilayah Persekutuan,50582
Pengurusan Pentadbiran Pusat Pendaftaran Polis Diraja Malaysia,Kuala Lumpur,Wilayah Persekutuan,50560
Pentadbiran Keretapi Tanah Melayu,Kuala Lumpur,Wilayah Persekutuan,50621
Penyimpan Mohor Besar Raja-Raja,Kuala Lumpur,Wilayah Persekutuan,50682
Perbadanan Harta Intelek Malaysia,Kuala Lumpur,Wilayah Persekutuan,50623
Perbadanan Tabung Pembangunan Kemahiran,Kuala Lumpur,Wilayah Persekutuan,50530
Percetakan Nasional Berhad,Kuala Lumpur,Wilayah Persekutuan,50554
Permodalan Nasional Berhad,Kuala Lumpur,Wilayah Persekutuan,50250
Perpustakaan Negara Malaysia,Kuala Lumpur,Wilayah Persekutuan,50572
Persiaran 65C,Kuala Lumpur,Wilayah Persekutuan,53000
Persiaran Abang Haji Openg,Kuala Lumpur,Wilayah Persekutuan,60000
Persiaran Ampang,Kuala Lumpur,Wilayah Persekutuan,55000
Persiaran Ampang Hilir,Kuala Lumpur,Wilayah Persekutuan,55000
Persiaran Anderson,Kuala Lumpur,Wilayah Persekutuan,55000
Persiaran Ara,Kuala Lumpur,Wilayah Persekutuan,59100
Persiaran Ara Kanan,Kuala Lumpur,Wilayah Persekutuan,59100
Persiaran Ara Kiri 1,Kuala Lumpur,Wilayah Persekutuan,59100
Persiaran Balau,Kuala Lumpur,Wilayah Persekutuan,53000
Persiaran Basong,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Batai,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Batai Barat,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Batai Dalam,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Batai Tepi,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Batai Utara,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Beringin,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Beruas,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Bukit Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Persiaran Burhanuddin Helmi,Kuala Lumpur,Wilayah Persekutuan,60000
Persiaran Capsquare,Kuala Lumpur,Wilayah Persekutuan,50100
Persiaran Carruthers,Kuala Lumpur,Wilayah Persekutuan,50480
Persiaran Contours,Kuala Lumpur,Wilayah Persekutuan,53100
Persiaran Damansara Endah,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Derumun,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Dutamas,Kuala Lumpur,Wilayah Persekutuan,50480
Persiaran Endau,Kuala Lumpur,Wilayah Persekutuan,50460
Persiaran Gapis,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Gurney,Kuala Lumpur,Wilayah Persekutuan,54000
Persiaran Hampshire,Kuala Lumpur,Wilayah Persekutuan,50450
Persiaran Indah,Kuala Lumpur,Wilayah Persekutuan,50460
Persiaran Jelutong,Kuala Lumpur,Wilayah Persekutuan,50490
Persiaran Jubilee,Kuala Lumpur,Wilayah Persekutuan,55200
Persiaran Keramat (1 & 2),Kuala Lumpur,Wilayah Persekutuan,54000
Persiaran Keramat 5,Kuala Lumpur,Wilayah Persekutuan,54000
Persiaran Keramat Hujong,Kuala Lumpur,Wilayah Persekutuan,54000
Persiaran Kiri 1,Kuala Lumpur,Wilayah Persekutuan,54000
Persiaran KLCC,Kuala Lumpur,Wilayah Persekutuan,50088
Persiaran KLCC,Kuala Lumpur,Wilayah Persekutuan,50450
Persiaran Kontur,Kuala Lumpur,Wilayah Persekutuan,53100
Persiaran Kuantan,Kuala Lumpur,Wilayah Persekutuan,53200
Persiaran Ledang,Kuala Lumpur,Wilayah Persekutuan,50480
Persiaran Lidcol,Kuala Lumpur,Wilayah Persekutuan,50450
Persiaran Madge,Kuala Lumpur,Wilayah Persekutuan,55000
Persiaran Medang Utara,Kuala Lumpur,Wilayah Persekutuan,59100
Persiaran Nadayu 1,Kuala Lumpur,Wilayah Persekutuan,53100
Persiaran Negeri Sembilan,Kuala Lumpur,Wilayah Persekutuan,50480
Persiaran Prima Pelangi,Kuala Lumpur,Wilayah Persekutuan,51200
Persiaran Raja Chulan,Kuala Lumpur,Wilayah Persekutuan,50200
Persiaran Ritchie,Kuala Lumpur,Wilayah Persekutuan,55000
Persiaran Segambut Dalam,Kuala Lumpur,Wilayah Persekutuan,51200
Persiaran Segambut Tengah,Kuala Lumpur,Wilayah Persekutuan,51200
Persiaran Segambut Utara,Kuala Lumpur,Wilayah Persekutuan,51200
Persiaran Sentul Indah,Kuala Lumpur,Wilayah Persekutuan,51000
Persiaran Seputih,Kuala Lumpur,Wilayah Persekutuan,58000
Persiaran Stonor,Kuala Lumpur,Wilayah Persekutuan,50450
Persiaran Sultan Salahuddin,Kuala Lumpur,Wilayah Persekutuan,50480
Persiaran Syed Putra,Kuala Lumpur,Wilayah Persekutuan,50460
Persiaran Taman Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Persiaran Terasik,Kuala Lumpur,Wilayah Persekutuan,59100
Persiaran Titiwangsa,Kuala Lumpur,Wilayah Persekutuan,53200
Persiaran Titiwangsa (1 - 3),Kuala Lumpur,Wilayah Persekutuan,53200
Persiaran Tuanku Jaafar (Persiaran Mahameru),Kuala Lumpur,Wilayah Persekutuan,50480
Persiaran Tuanku Syed Sirajuddin (Persiaran Duta),Kuala Lumpur,Wilayah Persekutuan,50480
Persiaran Tun Ismail,Kuala Lumpur,Wilayah Persekutuan,50480
Pertubuhan Keselamatan Sosial (Perkeso),Kuala Lumpur,Wilayah Persekutuan,50508
Perumahan Million,Kuala Lumpur,Wilayah Persekutuan,51100
Pesurahjaya Khas Cukai Pendapatan,Kuala Lumpur,Wilayah Persekutuan,50599
Petaling Indah,Kuala Lumpur,Wilayah Persekutuan,57100
Pinggir Ridley,Kuala Lumpur,Wilayah Persekutuan,55000
Pinggir Zaaba,Kuala Lumpur,Wilayah Persekutuan,60000
Pinggiran Mutiara Utama,Kuala Lumpur,Wilayah Persekutuan,53100
Pinggiran Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Platinum Park,Kuala Lumpur,Wilayah Persekutuan,50088
Plaza Amber Suria,Kuala Lumpur,Wilayah Persekutuan,56000
Plaza Damansara,Kuala Lumpur,Wilayah Persekutuan,50490
Plaza Medan Putra,Kuala Lumpur,Wilayah Persekutuan,52200
Poliklinik Komuniti Tanglin Kuala Lumpur,Kuala Lumpur,Wilayah Persekutuan,50590
Pos Malaysia Berhad,Kuala Lumpur,Wilayah Persekutuan,50670
PPR Kampung Baru Air Panas,Kuala Lumpur,Wilayah Persekutuan,53200
President House,Kuala Lumpur,Wilayah Persekutuan,50250
Prima Pelangi,Kuala Lumpur,Wilayah Persekutuan,51200
Prima Villa,Kuala Lumpur,Wilayah Persekutuan,53100
Project Jaya Industrial Estate,Kuala Lumpur,Wilayah Persekutuan,58000
Pudu,Kuala Lumpur,Wilayah Persekutuan,55200
Pudu - Beg berkunci,Kuala Lumpur,Wilayah Persekutuan,55990
Pudu - Peti surat 6001 - 6054,Kuala Lumpur,Wilayah Persekutuan,55700
Pudu - Peti surat 6055,Kuala Lumpur,Wilayah Persekutuan,55900
Pudu - Peti surat 6056 - 6064,Kuala Lumpur,Wilayah Persekutuan,55700
Pudu - Peti surat 6065,Kuala Lumpur,Wilayah Persekutuan,55902
Pudu - Peti surat 6066,Kuala Lumpur,Wilayah Persekutuan,55904
Pudu - Peti surat 6067 - 6077,Kuala Lumpur,Wilayah Persekutuan,55700
Pudu - Peti surat 6070 - 6080,Kuala Lumpur,Wilayah Persekutuan,55700
Pudu - Peti surat 6078,Kuala Lumpur,Wilayah Persekutuan,55906
Pudu - Peti surat 6079,Kuala Lumpur,Wilayah Persekutuan,55908
Pudu - Peti surat 6081 - 6100,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6101,Kuala Lumpur,Wilayah Persekutuan,55910
Pudu - Peti surat 6102,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6103,Kuala Lumpur,Wilayah Persekutuan,55912
Pudu - Peti surat 6104 - 6117,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6118,Kuala Lumpur,Wilayah Persekutuan,55914
Pudu - Peti surat 6119,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6120,Kuala Lumpur,Wilayah Persekutuan,55916
Pudu - Peti surat 6121,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6122,Kuala Lumpur,Wilayah Persekutuan,55918
Pudu - Peti surat 6131,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6132,Kuala Lumpur,Wilayah Persekutuan,55920
Pudu - Peti surat 6133 - 6139,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6140,Kuala Lumpur,Wilayah Persekutuan,55922
Pudu - Peti surat 6141 - 6145,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6146,Kuala Lumpur,Wilayah Persekutuan,55924
Pudu - Peti surat 6147,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6148,Kuala Lumpur,Wilayah Persekutuan,55926
Pudu - Peti surat 6149,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6150,Kuala Lumpur,Wilayah Persekutuan,55928
Pudu - Peti surat 6151 - 6154,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6155,Kuala Lumpur,Wilayah Persekutuan,55930
Pudu - Peti surat 6156 - 6160,Kuala Lumpur,Wilayah Persekutuan,55710
Pudu - Peti surat 6161 - 6184,Kuala Lumpur,Wilayah Persekutuan,55720
Pudu - Peti surat 6185,Kuala Lumpur,Wilayah Persekutuan,55932
Pudu - Peti surat 6186 - 6202,Kuala Lumpur,Wilayah Persekutuan,55720
Pudu - Peti surat 6203,Kuala Lumpur,Wilayah Persekutuan,55934
Pudu - Peti surat 6204 & ke atas,Kuala Lumpur,Wilayah Persekutuan,55720
Pudu Heights,Kuala Lumpur,Wilayah Persekutuan,56100
Pudu Ulu,Kuala Lumpur,Wilayah Persekutuan,56100
PULAPOL (Pusat Latihan Polis),Kuala Lumpur,Wilayah Persekutuan,54100
Pusat Bandar Damansara,Kuala Lumpur,Wilayah Persekutuan,50490
Pusat Bandar Melawati,Kuala Lumpur,Wilayah Persekutuan,53100
Pusat Darah Negara,Kuala Lumpur,Wilayah Persekutuan,50400
Pusat Industri Sri Rampai,Kuala Lumpur,Wilayah Persekutuan,53300
Pusat Komersial Gaya,Kuala Lumpur,Wilayah Persekutuan,53100
Pusat Komersial Setapak,Kuala Lumpur,Wilayah Persekutuan,53300
Pusat Niaga Metro Prima,Kuala Lumpur,Wilayah Persekutuan,52100
Pusat PenyelidIkan Pertahanan,Kuala Lumpur,Wilayah Persekutuan,50642
Pusat Perdagangan Desa Jaya,Kuala Lumpur,Wilayah Persekutuan,52100
Pusat Perniagaan Danau Lumayan,Kuala Lumpur,Wilayah Persekutuan,56000
Pusat Perniagaan Jelatek,Kuala Lumpur,Wilayah Persekutuan,54200
Pusat Perubatan Pantai,Kuala Lumpur,Wilayah Persekutuan,59100
Pusat Pungutan Zakat,Kuala Lumpur,Wilayah Persekutuan,50676
Pusat Serenti Sungai Besi,Kuala Lumpur,Wilayah Persekutuan,57100
Putra World Trade Centre (PWTC),Kuala Lumpur,Wilayah Persekutuan,50480
Regalia Service Apartment,Kuala Lumpur,Wilayah Persekutuan,50250
Residensi Kiara Jalil 1,Kuala Lumpur,Wilayah Persekutuan,58200
Resource House,Kuala Lumpur,Wilayah Persekutuan,50350
Resource Industrial Center,Kuala Lumpur,Wilayah Persekutuan,58000
River Road,Kuala Lumpur,Wilayah Persekutuan,52000
Riverview Kemensah,Kuala Lumpur,Wilayah Persekutuan,53100
Rumah Pangsa Sri Johor,Kuala Lumpur,Wilayah Persekutuan,56000
Rumah Pangsa Sri Melaka,Kuala Lumpur,Wilayah Persekutuan,56000
Rumah Pangsa Sri Perak,Kuala Lumpur,Wilayah Persekutuan,51000
Rumah Pangsa Sri Pulau Pinang,Kuala Lumpur,Wilayah Persekutuan,56000
Rumah Pangsa Sri Sabah,Kuala Lumpur,Wilayah Persekutuan,56000
Rumah Panjang Danau Kota,Kuala Lumpur,Wilayah Persekutuan,53300
Rumah Panjang Kampung Pasir Wardieburn,Kuala Lumpur,Wilayah Persekutuan,53300
Rumah Sabah,Kuala Lumpur,Wilayah Persekutuan,50450
Salak Selatan,Kuala Lumpur,Wilayah Persekutuan,57100
Salak Selatan Baru,Kuala Lumpur,Wilayah Persekutuan,57100
Samson Park,Kuala Lumpur,Wilayah Persekutuan,54100
Satu Residensi,Kuala Lumpur,Wilayah Persekutuan,50200
Saujana Melawati,Kuala Lumpur,Wilayah Persekutuan,53100
Savanna Bukit Jalil,Kuala Lumpur,Wilayah Persekutuan,57000
School Lane,Kuala Lumpur,Wilayah Persekutuan,52000
Segambut,Kuala Lumpur,Wilayah Persekutuan,51200
Segambut Bahagia,Kuala Lumpur,Wilayah Persekutuan,51200
Segambut Dalam,Kuala Lumpur,Wilayah Persekutuan,51200
Segambut Industrial Area,Kuala Lumpur,Wilayah Persekutuan,51200
Segambut Jaya,Kuala Lumpur,Wilayah Persekutuan,52000
Segambut Road (Jinjang),Kuala Lumpur,Wilayah Persekutuan,52000
Selangor Road,Kuala Lumpur,Wilayah Persekutuan,52000
Selayang Road (Jinjang),Kuala Lumpur,Wilayah Persekutuan,52000
Selekoh Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Sentul - Beg berkunci,Kuala Lumpur,Wilayah Persekutuan,51990
Sentul - Peti surat 1 & ke atas,Kuala Lumpur,Wilayah Persekutuan,51700
Sentul Pasar,Kuala Lumpur,Wilayah Persekutuan,51000
Sentul Pasar Dalam,Kuala Lumpur,Wilayah Persekutuan,51000
Seputeh Heights,Kuala Lumpur,Wilayah Persekutuan,58000
Serdang Lama,Kuala Lumpur,Wilayah Persekutuan,57000
Serdang Lama (Hingga Km 19),Kuala Lumpur,Wilayah Persekutuan,57000
Seri Beringin,Kuala Lumpur,Wilayah Persekutuan,50480
Seri Beringin,Kuala Lumpur,Wilayah Persekutuan,50490
Seri Maya,Kuala Lumpur,Wilayah Persekutuan,54200
Setapak,Kuala Lumpur,Wilayah Persekutuan,53200
Setapak Height,Kuala Lumpur,Wilayah Persekutuan,53300
Shamelin Heights Business Park,Kuala Lumpur,Wilayah Persekutuan,56100
Simpang Natesa,Kuala Lumpur,Wilayah Persekutuan,50480
Simpang Nusa,Kuala Lumpur,Wilayah Persekutuan,50480
Simpang Tunku Putra,Kuala Lumpur,Wilayah Persekutuan,50480
SKY Residences,Kuala Lumpur,Wilayah Persekutuan,50300
Solaris Dutamas,Kuala Lumpur,Wilayah Persekutuan,50480
Solaris Mont Kiara,Kuala Lumpur,Wilayah Persekutuan,50480
South Fence Road,Kuala Lumpur,Wilayah Persekutuan,52000
South Road (6 - 7),Kuala Lumpur,Wilayah Persekutuan,52000
South Street,Kuala Lumpur,Wilayah Persekutuan,52000
South Street (2 - 10),Kuala Lumpur,Wilayah Persekutuan,52000
Southlake,Kuala Lumpur,Wilayah Persekutuan,52200
Sri Bukit Persekutuan,Kuala Lumpur,Wilayah Persekutuan,50480
Sri Hartamas,Kuala Lumpur,Wilayah Persekutuan,50480
Stadium Badminton,Kuala Lumpur,Wilayah Persekutuan,56000
Stadium Chin Woo,Kuala Lumpur,Wilayah Persekutuan,50150
Stadium Merdeka,Kuala Lumpur,Wilayah Persekutuan,50150
Stadium Negara,Kuala Lumpur,Wilayah Persekutuan,50150
Stesen Keretapi Kuala Lumpur,Kuala Lumpur,Wilayah Persekutuan,50050
Sungai Besi,Kuala Lumpur,Wilayah Persekutuan,57100
Sungai Besi - Beg berkunci,Kuala Lumpur,Wilayah Persekutuan,57990
Sungai Besi - Peti surat (7001 & ke atas),Kuala Lumpur,Wilayah Persekutuan,57700
Sungai Besi Light Industrial Estate,Kuala Lumpur,Wilayah Persekutuan,57100
